uniprot	pdb	region_1	region_2	1_aligned	complex_rmsd	1_comp	2_aligned	2_comp
P04807	2yhx	75-209	210-458	11.418	18.657	43.571	17.628	31.944
Q941M3	3a9u	31-397	448-523	1.508	10.874	26.038	1.253	30.763
Q941M3	3a9v	31-397	448-523	1.321	1.636	2.761	1.175	3.66
F2Z6J5	3ayx	63-211	231-312	1.066	1.177	1.264	1.078	1.198
F2Z6J5	3ayz	63-211	231-312	1.055	1.171	1.242	1.074	1.183
Q8GN86	3cw8	9-366	416-492	1.646	1.74	2.501	1.227	3.668
Q8GN86	3cw9	9-366	416-492	1.395	10.968	25.943	1.121	58.916
Q8GN86	3dlp	9-366	416-492	1.364	1.516	2.496	1.372	3.305
O16025	3dy5	374-490	491-1066	1.502	1.473	2.091	1.454	1.61
P23687	3eq7	1-426	427-710	1.059	1.001	0.927	0.861	1.159
P23687	3eq8	1-426	427-710	1.103	1.033	0.927	0.893	1.139
P23687	3eq9	1-426	427-710	1.131	1.077	1.007	0.962	1.176
O16025	3fg1	374-490	491-1066	1.402	1.549	2.083	1.542	1.659
O16025	3fg3	374-490	491-1066	1.449	1.67	2.217	1.678	1.661
O16025	3fg4	374-490	491-1066	1.386	1.63	2.105	1.637	1.677
A0A0H2WY27	3hum	56-288	317-382	0.967	1.064	1.523	1.291	1.523
A0A0H2WY27	3hun	56-288	317-382	0.967	1.036	1.307	1.268	1.469
P0AG30	3ice	1-47	48-123	1.801	1.583	1.639	1.431	1.977
D3RV29	3myr	64-210	230-309	1.067	1.162	1.256	1.044	1.336
Q941M3	3ni2	31-397	448-523	1.253	1.6	2.629	1.078	4.465
Q51504	3oc2	58-206	247-546	2.171	2.396	4.591	1.45	4.807
Q51504	3ocl	58-206	247-546	1.653	1.57	1.958	1.346	2.607
Q51504	3ocn	58-206	247-546	1.97	2.126	3.928	1.423	4.876
Q51504	3pbs	58-206	247-546	1.76	1.549	2.163	1.184	3.03
Q7KLV9	3txm	1-223	224-392	1.853	1.944	2.888	1.711	2.373
Q7KLV9	3txn	1-223	224-392	1.837	1.934	2.911	1.671	2.494
Q87I71	3vb9	95-204	361-467	2.072	1.618	1.723	0.987	3.295
Q72AS4	3ze6	52-205	237-315	1.649	1.457	1.478	1.195	2.269
Q72AS4	3ze7	52-205	237-315	1.048	1.144	1.466	1.157	2.009
Q72AS4	3ze8	52-205	237-315	1.663	1.464	1.468	1.198	2.312
Q72AS4	3ze9	52-205	237-315	0.983	1.15	1.564	1.234	2.01
Q72AS4	3zea	52-205	237-315	1.019	1.167	1.487	1.232	2.118
P23687	4amy	1-426	427-710	1.185	1.071	0.875	0.828	1.246
P23687	4amz	1-426	427-710	1.232	1.11	0.899	0.862	1.267
P23687	4an0	1-426	427-710	1.207	1.085	0.878	0.829	1.271
P23687	4an1	1-426	427-710	1.215	1.101	0.907	0.848	1.304
P23687	4ax4	1-426	427-710	1.292	1.221	1.155	1.074	1.351
P23687	4bcb	1-426	427-710	1.203	1.093	0.904	0.854	1.271
P23687	4bcc	1-426	427-710	1.201	1.095	0.915	0.867	1.273
P23687	4bcd	1-426	427-710	1.208	1.092	0.893	0.844	1.274
Q8X5N8	4cdp	27-155	204-335	1.11	1.191	1.475	1.139	1.355
G0WVH3	4d4g	10-368	425-500	1.011	1.231	2.027	1.985	1.552
G0WVH3	4d4i	10-368	425-500	0.997	1.217	1.926	1.761	1.756
G0WVH3	4d56	10-368	425-500	0.99	1.244	2.159	1.973	2.38
G0WVH3	4d57	10-368	425-500	1.022	1.229	1.955	1.889	2.258
Q51504	4fsf	58-206	247-546	1.646	1.674	3.114	1.198	4.131
O68880	4imh	38-167	220-351	1.671	1.314	0.869	0.847	1.719
B9PW60	4ir8	11-171	201-324	1.152	1.229	1.047	1.026	1.198
P04958	4j1l	1-250	251-451	2.03	1.727	1.181	1.138	2.037
Q51504	4l0l	58-206	247-546	1.931	1.785	2.833	1.172	4.235
O68880	4mf9	38-167	220-351	1.466	1.216	0.914	0.832	1.565
O68880	4mgf	38-167	220-351	1.186	1.123	0.826	0.789	1.248
D9N168	4o0i	3-169	336-543	0.982	1.458	2.01	1.577	1.324
O16025	4qwt	374-490	491-1066	3.644	5.684	7.815	7.44	4.173
Q6NC13	4rmn	22-387	437-512	1.174	10.724	25.837	1.624	57.533
E1K248	4ud2	67-210	229-311	1.05	1.096	1.366	0.967	1.868
E1K248	4ud6	67-210	229-311	1.025	1.075	1.317	0.959	1.856
E1K248	4ueq	67-210	229-311	1.318	1.236	1.241	0.946	1.91
E1K248	4uew	67-210	229-311	15.18	15.73	32.372	2.098	27.812
F3Y661	4wv3	17-378	428-506	1.041	1.735	3.636	1.622	5.932
Q6NC13	4zjz	22-387	437-512	1.139	10.654	25.631	1.578	57.626
Q51504	5df7	58-206	247-546	2.0	2.563	4.558	1.124	4.207
Q51504	5df8	58-206	247-546	2.006	2.505	4.22	1.22	4.272
Q51504	5df9	58-206	247-546	2.485	1.985	3.472	1.177	3.022
A0A0A0V031	5e7q	11-372	422-496	1.018	13.066	31.306	1.491	58.315
A9T230	5iz1	93-291	295-424	5.339	3.962	1.886	1.188	5.161
P0AG30	5jji	1-47	48-123	1.502	1.255	1.228	1.019	1.887
P0AG30	5jjk	1-47	48-123	1.426	1.233	1.194	1.028	1.857
P0AG30	5jjl	1-47	48-123	1.285	1.209	1.461	1.085	1.71
Q72AS4	5jsh	52-205	237-315	0.95	1.098	1.432	1.183	2.051
Q72AS4	5jsk	52-205	237-315	1.043	1.156	1.421	1.199	2.041
Q72AS4	5jsu	52-205	237-315	1.057	1.158	1.452	1.21	2.04
Q72AS4	5jsy	52-205	237-315	1.072	1.161	1.443	1.19	2.075
Q72AS4	5jt1	52-205	237-315	1.015	1.147	1.475	1.208	2.019
A0R0V0	5kei	52-416	472-546	1.23	10.466	25.1	1.142	47.974
P04958	5n0b	1-250	251-451	2.557	3.113	3.742	3.72	2.57
P04958	5n0c	1-250	251-451	2.57	3.247	3.955	3.977	2.558
H2E7Q8	5n4b	1-80,452-730	81-451	1.178	1.502	1.978	1.559	1.614
H2E7Q8	5n4c	1-80,452-730	81-451	1.675	1.644	2.168	1.532	1.994
H2E7Q8	5n4d	1-80,452-730	81-451	1.233	1.483	1.934	1.452	1.714
H2E7Q8	5n4e	1-80,452-730	81-451	1.1	1.265	1.732	1.259	1.47
H2E7Q8	5n4f	1-80,452-730	81-451	1.356	6.125	15.28	1.42	16.049
H6SG27	5n9w	24-376	438-515	1.103	10.703	25.265	1.183	61.832
H6SG27	5n9x	24-376	438-515	1.414	10.491	25.194	1.12	60.613
P59676	5oiz	632-691	692-750	1.68	1.75	1.879	1.806	1.717
P59676	5oj1	632-691	692-750	1.532	1.464	1.451	1.385	1.545
A0A0H2WY27	5tw4	56-288	317-382	1.366	1.33	1.695	1.169	1.727
A0A0H2WY27	5tw8	56-288	317-382	1.004	1.055	1.454	1.116	1.192
A0A0H2WY27	5tx9	56-288	317-382	1.325	1.333	1.61	1.208	1.601
A0A0H2WY27	5ty2	56-288	317-382	1.329	1.294	1.392	1.159	1.529
A0A0H2WY27	5ty7	56-288	317-382	0.996	1.028	1.331	1.018	1.146
A0A0A0V031	5upq	11-372	422-496	1.054	13.048	31.265	2.643	58.825
A0A0A0V031	5ups	11-372	422-496	1.195	1.465	2.561	1.871	2.879
A0A0A0V031	5upt	11-372	422-496	1.115	13.113	31.413	1.278	58.5
A0A140DJY3	5wm2	32-394	445-522	1.075	12.213	29.537	1.259	58.508
A0A140DJY3	5wm3	32-394	445-522	1.081	12.231	29.54	1.259	58.512
A0A140DJY3	5wm4	32-394	445-522	1.057	12.058	29.401	1.243	58.451
A0A140DJY3	5wm5	32-394	445-522	1.061	12.066	29.401	1.175	58.551
A0A140DJY3	5wm6	32-394	445-522	1.064	12.232	29.484	1.3	58.409
A0A140DJY3	5wm7	32-394	445-522	1.071	12.206	29.5	1.275	58.524
A0A3B6UEQ0	5xvb	22-167	187-264	1.169	1.38	1.814	1.428	2.448
A0A3B6UEQ0	5xvc	22-167	187-264	1.202	1.399	1.802	1.418	2.516
Q2TU34	5zwk	13-198	203-332	3.82	2.93	1.25	1.18	3.765
A0A0H2WY27	6c39	56-288	317-382	0.97	1.088	1.609	1.359	1.089
A0A0H2WY27	6c3k	56-288	317-382	1.002	1.097	1.487	1.194	1.184
P0AG30	6duq	1-47	48-123	1.01	1.258	1.844	1.293	1.543
A0A0H2WY27	6dz8	56-288	317-382	1.035	1.201	1.374	1.251	1.538
Q47NR5	6e8o	33-399	450-525	1.097	1.397	2.296	1.972	3.186
Q47NR5	6e97	33-399	450-525	1.089	1.459	2.497	2.09	3.182
A0A0F7R6G7	6m01	27-384	443-519	1.385	1.63	2.822	1.368	6.483
D9N168	6p5c	3-169	336-543	1.073	1.397	2.568	1.328	1.743
Q72AS4	6rtp	52-205	237-315	0.986	1.139	1.477	1.227	2.008
Q72AS4	6ru9	52-205	237-315	1.085	1.174	1.471	1.182	2.288
Q72AS4	6ruc	52-205	237-315	0.993	1.146	1.481	1.243	2.048
Q9I5E6	6s62	18-267	300-476	0.917	2.855	6.529	1.889	7.192
D9N168	6ueu	3-169	336-543	0.978	2.061	2.847	2.484	1.232
D9N168	6ur2	3-169	336-543	1.125	1.509	2.014	1.49	1.309
D9N168	6ur4	3-169	336-543	1.167	1.5	2.269	1.426	1.568
D9N168	6ur9	3-169	336-543	0.97	2.232	3.126	2.644	1.375
D9N168	6us5	3-169	336-543	1.023	2.218	3.013	2.637	1.293
P0AG30	6wa8	1-47	48-123	4.616	3.518	5.894	1.99	5.15
P0AG30	6xas	1-47	48-123	1.547	1.728	2.946	1.496	2.581
P0AG30	6xav	1-47	48-123	1.556	1.711	2.796	1.458	2.628
Q72AS4	6z7r	52-205	237-315	1.048	1.16	1.448	1.221	2.016
Q72AS4	6z8j	52-205	237-315	1.024	1.137	1.416	1.18	2.018
Q72AS4	6z8m	52-205	237-315	1.06	1.157	1.44	1.208	2.025
Q72AS4	6z8o	52-205	237-315	1.03	1.163	1.519	1.219	1.986
Q72AS4	6z9g	52-205	237-315	1.013	1.122	1.476	1.188	1.919
Q72AS4	6z9o	52-205	237-315	1.027	1.142	1.458	1.212	1.963
P0AG30	6z9p	1-47	48-123	1.913	2.273	3.225	1.742	5.0
P0AG30	6z9q	1-47	48-123	1.974	2.173	3.182	1.612	4.59
P0AG30	6z9r	1-47	48-123	1.76	2.411	4.301	1.594	5.674
P0AG30	6z9s	1-47	48-123	1.703	2.358	4.283	1.371	5.978
P0AG30	6z9t	1-47	48-123	1.854	2.277	4.186	1.537	4.914
Q72AS4	6za1	52-205	237-315	1.026	1.143	1.465	1.209	1.967
M4GWN4	7a9i	7-368	418-493	1.679	3.413	8.39	1.503	7.801
M4GWN4	7a9j	7-368	418-493	1.658	3.552	8.719	1.517	7.837
P0AG30	7adb	1-47	48-123	1.857	2.275	3.6	1.633	5.297
P0AG30	7adc	1-47	48-123	1.9	2.452	4.54	1.741	5.254
P0AG30	7add	1-47	48-123	1.783	2.31	3.814	1.406	5.872
P0AG30	7ade	1-47	48-123	1.772	2.241	4.247	1.532	4.952
P04958	7by5	1-250	251-451	2.775	3.236	3.763	3.726	2.783
A0A0F7R6G7	7dq5	27-384	443-519	1.324	10.773	28.526	1.962	59.799
A0A0F7R6G7	7dq6	27-384	443-519	1.292	8.23	26.674	1.557	58.176
A0A0H2WY27	7kcv	56-288	317-382	0.941	1.225	1.596	1.108	2.128
A0A0H2WY27	7kcw	56-288	317-382	0.967	1.284	1.726	1.141	2.05
A0A0H2WY27	7kcx	56-288	317-382	0.965	1.253	1.613	1.183	2.055
A0A0H2WY27	7kcy	56-288	317-382	0.958	1.254	1.659	1.114	2.181
P04958	7oh1	1-250	251-451	2.576	3.152	3.795	3.772	2.589
A0A3B6UEQ0	7vxq	22-167	187-264	1.168	1.391	1.857	1.445	2.519
P0AG30	7x2r	1-47	48-123	2.12	1.879	1.763	1.718	2.147
P0AG30	8e3h	1-47	48-123	1.561	1.592	2.483	1.309	2.617
P0AG30	8e5l	1-47	48-123	1.561	1.592	2.483	1.309	2.616
P0AG30	8e5p	1-47	48-123	1.561	1.592	2.483	1.309	2.617
P0AG30	8e6w	1-47	48-123	1.561	1.592	2.483	1.309	2.616
P0AG30	8e70	1-47	48-123	1.561	1.592	2.483	1.309	2.617
P0AG30	8peu	1-47	48-123	2.037	2.511	4.15	1.881	5.392
P0AG30	8pew	1-47	48-123	1.939	2.44	3.573	1.945	5.476
P0AG30	8pex	1-47	48-123	1.93	2.486	3.948	1.828	5.686
P0AG30	8ptg	1-47	48-123	2.144	1.835	1.701	1.577	2.274
P0AG30	8ptm	1-47	48-123	2.513	1.923	1.656	1.369	2.793
P0AG30	8ptn	1-47	48-123	2.594	2.009	1.631	1.503	2.752
P0AG30	8pto	1-47	48-123	2.269	1.839	1.54	1.509	2.384
P0AG30	8ptp	1-47	48-123	2.476	1.891	1.714	1.404	2.654
P0AG30	8q3n	1-47	48-123	2.026	1.716	1.522	1.474	2.079
P0AG30	8q3o	1-47	48-123	2.849	2.234	1.838	1.75	2.89
P0AG30	8q3p	1-47	48-123	1.578	2.097	3.455	1.5	4.777
P0AG30	8q3q	1-47	48-123	1.63	2.142	3.544	1.555	4.826
D9N168	8scg	3-169	336-543	1.053	2.109	2.906	2.432	1.319
D9N168	8sci	3-169	336-543	1.072	2.135	2.851	2.489	1.241
D9N168	8scj	3-169	336-543	1.016	2.183	2.892	2.522	1.282
D9N168	8sck	3-169	336-543	1.105	2.219	3.039	2.548	1.349
D9N168	8scl	3-169	336-543	1.054	2.236	3.032	2.589	1.371
D9N168	8scm	3-169	336-543	1.09	2.25	3.047	2.587	1.364
D9N168	8scn	3-169	336-543	0.986	2.258	3.212	2.667	1.387
D9N168	8sco	3-169	336-543	1.039	2.322	3.285	2.75	1.525
D9N168	8scp	3-169	336-543	1.057	2.273	3.193	2.685	1.439
D9N168	8scq	3-169	336-543	1.052	2.278	3.104	2.686	1.313
D9N168	8scr	3-169	336-543	0.991	2.306	3.258	2.765	1.423
D9N168	8scs	3-169	336-543	1.045	2.266	3.152	2.709	1.376
D9N168	8sct	3-169	336-543	1.043	2.284	3.21	2.724	1.421
D9N168	8scu	3-169	336-543	1.017	2.323	3.277	2.79	1.469
P0AG30	8w8d	1-47	48-123	2.522	2.012	2.084	1.513	2.717
A0A0F7R6G7	8yyq	27-384	443-519	1.271	10.868	30.132	1.724	58.931
A0A0F7R6G7	8yyr	27-384	443-519	1.325	11.317	28.959	1.615	58.869
P0AG30	9gcs	1-47	48-123	1.76	2.295	3.459	1.737	4.942
P0AG30	9gct	1-47	48-123	1.996	2.529	3.638	2.165	4.932
P0AG30	9gcu	1-47	48-123	2.549	2.036	2.085	1.602	2.849
