uniprot,af_filename,mean_plddt_complex,mean_plddt_r1,mean_plddt_r2,mean_pae_1_1,mean_pae_1_2,mean_pae_2_2
P19174,P19174_trimmed_6d52a_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,93.8297912524851,86.2322813688213,96.5190847913863,6.07003673094582,6.68003787878788,2.07453383264463
P21333,P21333_trimmed_e1894_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,92.922091503268,90.8250209205021,95.2002727272727,4.10744710371141,5.78152953968829,2.22303623279889
P22681,P22681_trimmed_92828_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,92.6872685185185,87.9780434782609,95.2784688995215,5.12737997256516,6.18422496570645,2.61479423868313
P26358,P26358_trimmed_f0992_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,86.4961807387863,59.4200959692898,90.3043379120879,11.4490198262419,22.2015451960974,6.03739097842994
P27577,P27577_trimmed_66f99_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,89.2478438331855,75.4677035984849,97.3833760683761,7.63387586805556,11.236140625,1.6262203125
P28482,P28482_trimmed_0d383_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,91.0167911714771,65.07785,93.4387037911686,8.85124763705104,14.925329669349,4.07598818156729
P29350,P29350_trimmed_a8d77_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,91.3722238442822,87.9614946619217,94.0879535095716,3.48029678254438,12.882045486801,3.72921065889626
P31016,P31016_trimmed_f6001_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,91.1303248159376,86.4045896147404,96.2399580712788,4.95301020408163,8.97679836734694,2.8928826122449
P31749,P31749_trimmed_c43f1_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,83.6950650136075,84.1344659090909,88.0254886148008,4.53284946743331,23.2314521712952,5.11447103539451
P31751,P31751_trimmed_64342_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,81.4334095580678,76.8530646145931,88.9830637488107,17.2480997831169,18.0340899315275,4.69467410558828
P32527,P32527_trimmed_fdfd2_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,96.4293653250774,93.1798518518518,97.2878473581213,1.9244921875,3.10457720588235,1.85673010380623
P35520,P35520_trimmed_f9bfd_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,92.3826208459214,89.4558740601504,93.4534800550206,4.62536736107411,14.3179309602552,4.30778967720605
P35609,P35609_trimmed_24344_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,90.0159610027855,85.5415533980582,80.6891794871795,5.76384982638889,25.403720657277,4.37874032929974
P36507,P36507_trimmed_1b2d8_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,86.4978623655914,92.8958208955224,90.5772232325879,2.35958847736626,4.47852896129212,5.66603160862683
P39687,P39687_trimmed_8cd21_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,95.4506009244992,91.2252676056338,97.0412619300106,4.73765306122449,5.59701880752301,2.22032624814632
P41212,P41212_trimmed_8150c_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,89.3839839034205,79.5731404958678,95.02793977813,8.10769274376417,8.74171088435374,2.10648367346939
P43405,P43405_trimmed_d59ea_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.2473205631202,59.7805664153718,88.4620585457979,20.245012464076,27.1346885363825,5.05959644970414
P45985,P45985_trimmed_ad511_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,85.7403425621774,86.214619047619,89.4119560495149,3.26112482853224,5.28817981749866,5.52046623608486
P46108,P46108_trimmed_676e0_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,70.0715600624025,78.8401342281879,81.2775048355899,4.92732231404959,15.0780606060606,4.37464166666667
P46109,P46109_trimmed_6248a_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,71.5253053435115,69.7174805194805,79.3618792866941,4.085595463138,22.5909634387352,4.70752453512397
P49137,P49137_trimmed_4729a_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,86.7134400656814,86.9731561461794,86.5901605288008,3.18571759259259,5.74779799914857,7.50232498054932
P52564,P52564_trimmed_474da_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,85.9728976453628,87.5673660714286,85.9728976453628,2.80372781065089,6.1863321544356,6.61747331953436
P53041,P53041_trimmed_127ee_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,94.4725546484066,82.840956924286,97.1266652977413,5.86667665853838,10.0509604834656,2.43623744572606
P53042,P53042_trimmed_e8e85_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,94.2621422924901,95.0063570566948,71.380191985879,2.07683756494461,6.31707474573988,8.5537216553288
P53686,P53686_trimmed_ec70d_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,86.3979794790845,42.837573964497,89.7723884632717,7.793125,23.6261756272401,5.57976105137396
P54578,P54578_trimmed_b891f_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,86.4260909690178,85.6166925308194,86.4260909690178,3.86984116735537,8.9793740981241,8.90236492539403
P54646,P54646_trimmed_c9ad3_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,80.9885525859077,62.8176233183857,87.1884554845057,16.6022103806228,16.6824229691877,5.71773746535651
P54763,P54763_trimmed_b02f3_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,91.6771558049202,91.9266367713004,91.6727748691099,2.22128698224852,4.98028224627084,5.12345053419885
P55957,P55957_trimmed_121bc_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,64.8775305975522,61.1194779116466,66.8880633147114,8.56092222222222,15.3088888888889,12.1896537722908
P57764,P57764_trimmed_e4881_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,77.1079940684821,83.2158961038961,73.1403494874184,5.90819756824298,12.5039124445399,13.458463556929
P60240,P60240_trimmed_98cca_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,85.5439781503108,85.8071777003484,85.3982188016553,4.85043178183655,24.8519250981464,8.62088522807394
P62826,P62826_trimmed_4b32c_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,86.7824578313253,73.5991929824562,89.4403975535168,9.8191380569759,13.0589529151793,4.49158340255528
P97360,P97360_trimmed_63952_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,89.3092735527809,64.1652873563219,92.9018131868132,3.65345679012346,13.0969135802469,2.66909465020576
Q00944,Q00944_trimmed_d6313_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,85.2197158218126,89.9617761922644,88.6558297048863,5.39755099177959,15.9148174620108,5.00879694729884
Q01974,Q01974_trimmed_a6fea_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,90.5359791949344,87.9966666666667,90.5359791949344,0.25,7.00728937728938,5.60689235062861
Q02750,Q02750_trimmed_84643_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,86.0243575174825,89.3327093596059,89.9236438271605,3.09514403292181,5.23405612977318,5.91191578781323
Q04929,Q04929_trimmed_207cc_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,66.2701460415065,68.1886678200692,74.8514481409002,8.2306712962963,22.7764097222222,4.86288055555556
Q06124,Q06124_trimmed_035ba_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,90.1028864239209,90.5917380660955,92.1346480144404,3.0559425546515,11.789565823249,4.51466941015089
Q07343,Q07343_trimmed_efad2_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,85.7587811776807,74.2693642241379,95.429476744186,13.3222427221172,16.5889123620008,3.17601566415424
Q07889,Q07889_trimmed_d4868_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,84.5901924338509,80.3068777429467,86.8083997321727,7.90100904429385,22.5819491279271,7.15165856157518
Q08209,Q08209_trimmed_c3c75_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,89.4967783175659,81.4486206896552,95.7487774627924,5.796875,8.70604226705091,4.10355554817331
Q09472,Q09472_trimmed_ab578_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,89.6315540319948,58.1437242798354,89.6315540319948,16.3523810803547,21.662568015347,7.87895449015392
Q13131,Q13131_trimmed_2572a_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,79.3748156915793,53.5593465045593,87.4694869264924,18.8116055119372,20.1729390194896,5.51963876291257
Q13490,Q13490_trimmed_792ff_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,89.9472749590835,90.4735399449036,94.1708856088561,3.30377777777778,14.6545650793651,2.0062612244898
Q13554,Q13554_trimmed_1cfef_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,95.8523049327354,91.2308235294118,96.0793388030888,1.35061728395062,5.62691645133506,3.30639339582958
Q13555,Q13555_trimmed_7eaf2_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,95.850694259012,90.9454022988506,96.1424772400575,1.38567901234568,5.75478036175711,3.29342948140136
Q13557,Q13557_trimmed_0deda_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,95.825564516129,91.9659523809524,96.0167036144578,1.30666666666667,5.41641257536606,3.3568132924704
Q14012,Q14012_trimmed_93e29_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,89.8623371989295,90.3754471544716,89.6766650461838,2.29704081632653,5.91506696428571,5.45047744750977
Q14674,Q14674_trimmed_c90bb_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,72.8751212986086,53.8849922040123,78.43015840887,16.6685582616908,21.0506655022548,13.5106492298861
Q16566,Q16566_trimmed_53d22_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,87.6417944093778,84.8149645390071,87.8224951267057,3.371875,8.20122047244094,5.88648505797012
Q16644,Q16644_trimmed_d5f86_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,86.1204566210046,83.2729966329966,86.446,4.18115740740741,7.02067735042735,7.37790192307692
Q3KK31,Q3KK31_trimmed_77aa7_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,89.5540868184224,86.4564193925234,92.2227458811783,7.28810578512397,7.90253797006207,4.16843486395381
Q3UH93,Q3UH93_trimmed_3069d_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,87.2979996115751,79.539490035721,93.319348221351,11.9602783441293,13.2578131106974,4.5986746886129
Q3UP24,Q3UP24_trimmed_9cc3b_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,84.3455880766118,84.6076750838277,86.0571402550091,12.205965991542,14.2114592077938,4.54690917032687
Q58719,Q58719_trimmed_bcc3d_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,92.8963613138686,66.9410638297872,96.4381667357943,13.6200875,18.5412222222222,3.24853708526235
Q5EGY4,Q5EGY4_trimmed_3996b_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,89.4109709379128,94.7424621594349,79.2953894736842,2.46850948509485,5.13406775067751,9.22959166666667
Q5Y4Y6,Q5Y4Y6_trimmed_87657_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,77.2771471553611,80.1569488636364,74.6039135021097,9.56845703125,12.3766718562425,11.1951173999011
Q63450,Q63450_trimmed_277d0_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,86.142793931732,60.2924045801527,89.2032814778804,12.5552861602497,16.1036391129032,5.42401077270508
Q6GQQ9,Q6GQQ9_trimmed_5b429_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,91.2914568599717,85.5388372093023,91.4718818380744,2.18527777777778,7.33717348927875,5.97501282445881
Q6PHZ2,Q6PHZ2_trimmed_0deda_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,95.8297894265233,91.9905952380952,96.0192963855422,1.3037037037037,5.39926787252369,3.35694083889189
Q6SZW1,Q6SZW1_trimmed_753f7_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,89.0056134078212,88.9667235983035,91.7501754068917,6.40252330569505,8.35340217137112,6.48562723479207
Q83RJ4,Q83RJ4_trimmed_fc97f_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,80.4617830211627,85.972618159204,77.8104796264856,6.10998137437506,16.3265563542656,9.8100803387127
Q86VW2,Q86VW2_trimmed_98761_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,90.3385614307932,85.2470582120582,93.3808136645963,6.89843392299688,12.2512382392473,3.73447672526042
Q86WJ1,Q86WJ1_trimmed_bd789_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,74.3312871057514,79.5736943521595,81.4868334636435,9.38547826787296,20.1847313375552,7.92488835543362
Q8IU85,Q8IU85_trimmed_6ded7_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,84.5661774600505,64.4554012345679,87.7384712755599,10.4311375,13.2712794117647,5.65495332564398
Q8IXJ6,Q8IXJ6_trimmed_9eddf_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,91.028818380744,97.8718939393939,90.1349183572489,1.5116796875,3.4930437992126,5.38761888523777
Q8NB16,Q8NB16_trimmed_2b906_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,89.9515517241379,89.6207051282051,90.9601879327399,2.35896193771626,5.08488283118125,4.03905347346156
Q8NI60,Q8NI60_trimmed_26870_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,88.6089282103135,73.3526666666667,91.7984261658031,0.713333333333333,7.3389770723104,4.37052686095014
Q8NQJ3,Q8NQJ3_trimmed_a72d5_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,59.3161538461538,39.470625,69.1391770573566,18.3862064431295,25.19094714809,7.96339441899209
Q8R4B8,Q8R4B8_trimmed_05624_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,83.9085742124066,96.1858033826638,83.1558155753584,3.04837405848293,11.5658094402928,7.83127984297388
Q8RT31,Q8RT31_trimmed_e2e42_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,95.1469435569755,92.9921893004115,96.9164450296247,3.67724635823828,6.00079295915897,2.64487220402564
Q8TCU6,Q8TCU6_trimmed_4a6c5_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,91.055562243502,92.4082376502003,91.0212620102663,2.97475308641975,11.2477539507401,7.01193934234564
Q8TDX7,Q8TDX7_trimmed_725b9_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,89.3881264528126,53.4255303030303,91.7750576953555,8.27,17.968855178435,4.53481849594095
Q91VS8,Q91VS8_trimmed_fa300_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,88.9307539188853,89.8551734233161,94.3014115432873,6.09770486621349,6.30199544399202,3.87903758120665
Q95PM0,Q95PM0_trimmed_e90aa_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,95.506992481203,81.2013422818792,97.1699071782178,3.36861591695502,7.13066721132898,2.51393647119342
Q96BN8,Q96BN8_trimmed_a8d24_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,91.8259174311927,78.1630107526882,91.8259174311927,3.8192,9.48192452830189,4.32441794232823
Q96FI4,Q96FI4_trimmed_9ba53_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,87.1871129707113,67.19,87.1871129707113,0.25,10.6381666666667,5.39941666666667
Q96NX5,Q96NX5_trimmed_3ce9b_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,85.618233066891,67.801641337386,88.48037109375,11.93555,13.7848972332016,5.56508256651408
Q96P20,Q96P20_trimmed_36430_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,84.9730078765999,95.6745079365079,85.3271523697611,3.2079732067745,12.4372439356498,8.04103358836725
Q96RD7,Q96RD7_trimmed_e114c_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,70.7603137951451,33.5013793103448,76.315736196319,6.90030612244898,29.3850749250749,13.3739449361827
Q96RU8,Q96RU8_trimmed_894ab_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,78.7569181034483,36.4529166666667,80.2832620320856,2.2464,28.2068308605341,12.5130255615529
Q99683,Q99683_trimmed_d6985_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,78.3628783783784,77.2968421052632,82.7242800982801,17.1045727158279,24.4533986916358,6.60982573162671
Q9BYP7,Q9BYP7_trimmed_296b7_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,84.9950822884013,72.3625130890053,88.0863992359121,6.62100189035917,25.4588557465453,5.32833994351301
Q9BZ95,Q9BZ95_trimmed_d632d_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,89.7822340425532,92.3457751091703,71.40752,3.31205889263059,5.21182300884956,5.79742222222222
Q9C000,Q9C000_trimmed_b6d26_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,86.876400702302,95.4526449563145,88.1811462130417,2.77628978286734,7.91646578261899,5.95284978163195
Q9D8T2,Q9D8T2_trimmed_93f36_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,72.7605529313698,77.4209856262834,70.2205180608365,8.01322659279778,14.087086880805,13.9214201719291
Q9H0M0,Q9H0M0_trimmed_0e413_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,84.2374599542334,76.9772164276401,89.6173941134243,18.3173806968817,19.4231447217924,6.2018153214529
Q9H7B4,Q9H7B4_trimmed_a7985_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,95.2931235294118,96.2620812603648,94.7040887226082,2.65337563915267,4.53559751488777,3.528016374605
Q9JK66,Q9JK66_trimmed_9ac56_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,85.0711238622873,77.0739919979503,84.3639421786199,11.4433782419218,13.9682240734569,11.173814656527
Q9NPP4,Q9NPP4_trimmed_4a065_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,84.7484383843581,74.5273098125689,90.2708561020036,10.1666525519849,16.1093604626258,4.44196437671382
Q9P246,Q9P246_trimmed_c2fda_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,87.060822622108,86.1617508417509,88.9918760757315,3.42919183673469,6.46355042016807,3.47431228373702
Q9UGN5,Q9UGN5_trimmed_fe009_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,94.5743279901356,94.9502446808511,95.2381084840056,2.79896997589305,4.3526021414483,3.08124350923801
Q9UIK4,Q9UIK4_trimmed_58163_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,94.4727422222222,84.842875,94.9155979284369,2.23518518518519,9.2581721798134,3.65351829730202
Q9UM73,Q9UM73_trimmed_79ab2_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,92.0565689418232,79.2406999045802,92.1281528227188,6.33107160493827,9.25386418687718,5.08146523249234
Q9Y4F1,Q9Y4F1_trimmed_7b590_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,88.8361363066901,85.275121392579,93.0271202531645,9.53520877914952,9.26728011695906,3.99047340720222
Q9Y4X5,Q9Y4X5_trimmed_6ab8b_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,90.7644341675735,93.8830286599535,88.4890951276102,3.36973649835593,4.76066101051032,3.77825916696333
Q9Y6K1,Q9Y6K1_trimmed_ec1fd_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,93.899651826484,91.3738011695906,95.2299377777778,4.08506133333333,7.20069184652278,3.45884115729
Q9Z0R4,Q9Z0R4_trimmed_22804_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,90.625302889096,89.4735697399527,94.702141440846,2.17474852071006,11.713179280397,3.25322407214707
